Filename,Date,SunspotActivity
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060602.jpg,20060602,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060603.jpg,20060603,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060604.jpg,20060604,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060605.jpg,20060605,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060606.jpg,20060606,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060607.jpg,20060607,24
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060608.jpg,20060608,47
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060609.jpg,20060609,40
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060610.jpg,20060610,39
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060611.jpg,20060611,26
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060612.jpg,20060612,14
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060613.jpg,20060613,15
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060614.jpg,20060614,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060615.jpg,20060615,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060616.jpg,20060616,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060617.jpg,20060617,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060618.jpg,20060618,2
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060619.jpg,20060619,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060620.jpg,20060620,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060621.jpg,20060621,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060622.jpg,20060622,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060623.jpg,20060623,0
